risk_cid,bfamily_id,n_paths_r2c,interv_cid,n_paths_c2i,n_triplet_paths,risk_name,chain_name,interv_name
26,133,62,5,100,62,Misaligned AGI existential catastrophe,,Pre-deployment adversarial red-teaming and robustness testing
10,30,62,8,149,62,Existential catastrophe from misaligned AI,Expanding alignment research capacity and skill,Expand AI Safety Research Funding and Capacity
21,114,76,35,62,62,Catastrophic AI misalignment and loss of control,,Human-preference reward model fine-tuning
21,114,76,13,62,62,Catastrophic AI misalignment and loss of control,,Multi-objective recommender ranking with safety penalties
9,70,61,8,172,61,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
26,78,61,11,169,61,Misaligned AGI existential catastrophe,,Public AI risk outreach and educational dissemination
21,129,61,32,104,61,Catastrophic AI misalignment and loss of control,,Attainable Utility Preservation reward penalty
12,0,61,8,6678,61,Catastrophic risks from misaligned advanced AI,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
12,0,61,11,264,61,Catastrophic risks from misaligned advanced AI,Funding and training to build AI safety capacity,Public AI risk outreach and educational dissemination
10,72,61,5,177,61,Existential catastrophe from misaligned AI,,Pre-deployment adversarial red-teaming and robustness testing
21,16,61,17,391,61,Catastrophic AI misalignment and loss of control,Utility-shaping and power-seeking mitigation mechanisms,Runtime control and coordination modules
10,143,60,6,90,60,Existential catastrophe from misaligned AI,,PGD Adversarial Training for Robust Fine-Tuning
16,184,60,35,62,60,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
10,138,60,15,93,60,Existential catastrophe from misaligned AI,,Pre-deployment mechanistic interpretability audits
26,12,60,8,429,60,Misaligned AGI existential catastrophe,Building AI safety capacity through funded training,Expand AI Safety Research Funding and Capacity
12,108,60,8,128,60,Catastrophic risks from misaligned advanced AI,,Expand AI Safety Research Funding and Capacity
12,120,60,8,116,60,Catastrophic risks from misaligned advanced AI,,Expand AI Safety Research Funding and Capacity
16,177,59,35,66,59,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
38,2,59,8,1210,59,Catastrophic AGI Misalignment Risk,AI safety research funding and capacity building,Expand AI Safety Research Funding and Capacity
25,61,58,4,199,58,Misaligned Superintelligent AI Existential Risk,,Pre-deployment safety gates and controlled release
10,113,58,11,125,58,Existential catastrophe from misaligned AI,,Public AI risk outreach and educational dissemination
25,134,58,17,98,58,Misaligned Superintelligent AI Existential Risk,,Runtime control and coordination modules
26,43,58,39,246,58,Misaligned AGI existential catastrophe,,Export controls on advanced AI hardware
21,151,58,10,83,58,Catastrophic AI misalignment and loss of control,,Governed AI oversight and compliance regimes
25,22,58,26,342,58,Misaligned Superintelligent AI Existential Risk,Preference learning and reward alignment mechanisms,Reward-guided RL fine-tuning with safety constraints
26,26,58,8,323,58,Misaligned AGI existential catastrophe,Funding-driven expansion of AI safety capacity,Expand AI Safety Research Funding and Capacity
7,4,58,4,894,58,Human extinction from misaligned superintelligent AI,Corrigible transparency and secure oversight mechanisms,Pre-deployment safety gates and controlled release
21,163,57,5,76,57,Catastrophic AI misalignment and loss of control,,Pre-deployment adversarial red-teaming and robustness testing
25,3,57,19,600,57,Misaligned Superintelligent AI Existential Risk,Robust reward learning and specification gaming,Demonstration-Based Policy Pretraining
16,153,57,8,80,57,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
25,3,57,5,300,57,Misaligned Superintelligent AI Existential Risk,Robust reward learning and specification gaming,Pre-deployment adversarial red-teaming and robustness testing
16,190,56,39,58,56,Insufficient AI safety research capacity,,Export controls on advanced AI hardware
16,185,56,8,62,56,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
10,84,56,32,160,56,Existential catastrophe from misaligned AI,,Attainable Utility Preservation reward penalty
26,27,56,8,320,56,Misaligned AGI existential catastrophe,Scaling safety capacity through transparent expert oversight,Expand AI Safety Research Funding and Capacity
26,28,56,8,320,56,Misaligned AGI existential catastrophe,Governance capacity building via safety infrastructure,Expand AI Safety Research Funding and Capacity
25,90,55,24,153,55,Misaligned Superintelligent AI Existential Risk,,RLHF fine-tuning for aligned language models
26,45,55,11,232,55,Misaligned AGI existential catastrophe,,Public AI risk outreach and educational dissemination
25,28,55,8,320,55,Misaligned Superintelligent AI Existential Risk,Governance capacity building via safety infrastructure,Expand AI Safety Research Funding and Capacity
25,125,55,35,110,55,Misaligned Superintelligent AI Existential Risk,,Human-preference reward model fine-tuning
25,152,55,8,83,55,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
25,27,55,8,320,55,Misaligned Superintelligent AI Existential Risk,Scaling safety capacity through transparent expert oversight,Expand AI Safety Research Funding and Capacity
16,7,55,8,729,55,Insufficient AI safety research capacity,Expanding AI safety research and implementation capacity,Expand AI Safety Research Funding and Capacity
10,144,54,8,90,54,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
10,159,54,5,78,54,Existential catastrophe from misaligned AI,,Pre-deployment adversarial red-teaming and robustness testing
10,34,54,15,270,54,Existential catastrophe from misaligned AI,Mechanistic interpretability for hidden model cognition,Pre-deployment mechanistic interpretability audits
26,23,54,8,337,54,Misaligned AGI existential catastrophe,Funding and expert consensus for AI safety capacity,Expand AI Safety Research Funding and Capacity
26,202,54,4,54,54,Misaligned AGI existential catastrophe,,Pre-deployment safety gates and controlled release
16,131,94,11,54,54,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
21,142,53,4,92,53,Catastrophic AI misalignment and loss of control,,Pre-deployment safety gates and controlled release
26,22,53,26,342,53,Misaligned AGI existential catastrophe,Preference learning and reward alignment mechanisms,Reward-guided RL fine-tuning with safety constraints
25,118,53,10,118,53,Misaligned Superintelligent AI Existential Risk,,Governed AI oversight and compliance regimes
10,92,53,35,150,53,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
26,165,53,35,74,53,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
35,36,52,8,265,52,Advanced AI value misalignment risk,Funding and capacity-building for AI safety research,Expand AI Safety Research Funding and Capacity
25,15,52,39,394,52,Misaligned Superintelligent AI Existential Risk,Compute chokepoints enabling scalable governance,Export controls on advanced AI hardware
25,29,52,8,320,52,Misaligned Superintelligent AI Existential Risk,Elite-triggered global AI governance coordination,Expand AI Safety Research Funding and Capacity
9,207,52,8,52,52,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
26,54,51,8,217,51,Misaligned AGI existential catastrophe,,Expand AI Safety Research Funding and Capacity
10,164,51,8,75,51,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
21,23,51,8,337,51,Catastrophic AI misalignment and loss of control,Funding and expert consensus for AI safety capacity,Expand AI Safety Research Funding and Capacity
21,141,51,6,92,51,Catastrophic AI misalignment and loss of control,,PGD Adversarial Training for Robust Fine-Tuning
10,103,51,8,138,51,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
34,109,51,8,122,51,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
10,77,51,8,172,51,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
25,168,50,4,73,50,Misaligned Superintelligent AI Existential Risk,,Pre-deployment safety gates and controlled release
25,176,50,8,67,50,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
10,63,50,8,194,50,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
10,156,50,24,80,50,Existential catastrophe from misaligned AI,,RLHF fine-tuning for aligned language models
10,155,50,24,80,50,Existential catastrophe from misaligned AI,,RLHF fine-tuning for aligned language models
25,9,50,8,538,50,Misaligned Superintelligent AI Existential Risk,AI safety capacity building via funding and fellowships,Expand AI Safety Research Funding and Capacity
21,145,50,5,89,50,Catastrophic AI misalignment and loss of control,,Pre-deployment adversarial red-teaming and robustness testing
25,30,50,11,149,50,Misaligned Superintelligent AI Existential Risk,Expanding alignment research capacity and skill,Public AI risk outreach and educational dissemination
21,55,50,35,70,50,Catastrophic AI misalignment and loss of control,,Human-preference reward model fine-tuning
21,55,50,18,141,50,Catastrophic AI misalignment and loss of control,,Critique-guided fine-tuning and human feedback
26,111,50,5,126,50,Misaligned AGI existential catastrophe,,Pre-deployment adversarial red-teaming and robustness testing
26,181,50,11,63,50,Misaligned AGI existential catastrophe,,Public AI risk outreach and educational dissemination
21,111,50,5,126,50,Catastrophic AI misalignment and loss of control,,Pre-deployment adversarial red-teaming and robustness testing
10,100,50,5,144,50,Existential catastrophe from misaligned AI,,Pre-deployment adversarial red-teaming and robustness testing
25,30,50,8,149,50,Misaligned Superintelligent AI Existential Risk,Expanding alignment research capacity and skill,Expand AI Safety Research Funding and Capacity
25,136,49,26,98,49,Misaligned Superintelligent AI Existential Risk,,Reward-guided RL fine-tuning with safety constraints
10,94,49,19,148,49,Existential catastrophe from misaligned AI,,Demonstration-Based Policy Pretraining
1,214,48,8,48,48,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
